context,symbol,count
contra os vossos, claro veja\nQue, se resiste, con,t,1
no\nNos seus batéis, da frota se partia\nA recebe,r,1
ncobrindo,\nE da casa marítima secreta\nLhe estav,a,1
e quiserdes no mundo ser tamanhos,\nDespertai já ,d,1
rueza e feridade\nPuseste nome esforço e valentia,,,1
de-lhe mais que aquele porto seja\nSempre com suas, ,1
 os Mouros os ouvidos.\n\n101\nJá no batel entrou, ,1
 tantas heresias?\n\n120\n"Mas passo esta matéria, ,1
e noutra terra\nCom gente de sua Lei tivesse guerr,a,1
s verdadeiros,\nE palavras sinceras, não dobradas,,,1
perdidos\nUns têm os pais, as outras os maridos.\,n,1
Ocidente,\nImos buscando as terras do Oriente.\n\n,5,1
utros as entranhas palpitando,\nPálida a cor, o g,e,1
m pouco afeiçoados.\nO peito feminil, que levemen,t,1
e os recebia:\nAs mesas manda pôr em continente;\,n,1
s, junto ao Cabo Comorim,\nüa façanha faz esclar,e,1
na.\n\n70\nPilotos lhe pedia o Capitão,\nPor quem, ,1
Deus, que para longe guarda\nO castigo daquele que, ,1
�o haver receio de perigo,\nE que gente de Cristo ,e,1
z concorrer a vê-lo todo o povo.\n\n24\nEntre a g,e,1
he dissera,\nEis vêm batéis da terra com recado\,n,1
eitaram\nDo descuido remisso de Fernando,\nDepois ,d,1
do,\nQuando o Gama, colos seus determinava\nDe vir, ,1
u parecer, se pôs diante\nDe Júpiter, armado, fo,r,1
�, que é só cabeça\nDas que pimenta ali têm pr,o,1
\nDa barra amiga e terras suspeitosas:\nPorque mui, ,1
rtas aqui, se muito esperas.\nFuge das gentes pér,f,1
mar correrem."\n\n85\nAssim dizia; e todos juntame,n,1
o\nA vitória trazia, e presa rica,\nPreso na Egí,p,1
� ilustrado,\nTanto como qualquer Romano antigo.\n,A,1
ritânia os montes e lugares,\nTerra que Anteu num, ,1
 sopros se enobrecem.\nAqui tão pouca força tem ,d,1
 Lei não pode ser quebrada,\nQue tenham longos te,m,1
\nEnquanto for o mundo rodeado\nDos Apolíneos rai,o,1
ão.\nMísera sorte, estranha condição!"--\n\nCa,n,1
o\nForam sentidos vir-se da cidade.\nEsta fama as ,o,1
0\n"Enquanto é fraca a força desta gente,\nOrden,a,1
não te espantes\nDe Baco nos teus reinos recebere,s,1
Dizendo em alta voz:--"Real, real,\nPor Afonso alt,o,1
riente.\n\n51\n"Do mar temos corrido e navegado\nT,o,1
e São Lourenço; e o Sol ardente\nQueimava então, ,1
sa;\nE vendo sem vingança tanto dano,\nSomente es,t,1
 Anrique da conquista\nDa cidade Hierosólima sagr,a,1
nte Mahometa;\nTem o Galego cauto, e o grande e ra,r,1
ra lança,\nMaravilha fatal da nossa idade,\nDada ,a,1
ados grandes certo intento,\nQue por ela se esque�,�,1
er mandava da verdade.\nJá vinham pelas ruas cami,n,1
m soube vencê-la)\nA estas criancinhas tem respei,t,1
a de todo destruído.\nE enquanto isto só na alma, ,1
n\n\nCanto Segundo\n\n1\nJá neste tempo o lúcido, ,1
trando-se a Afonso, o animava.\nEle, adorando quem, ,1
,\nE com razões notáveis e discretas\nMostram se,r,1
 estranhas\nMusas, de engrandecer-se desejosas:\nA,s,1
Dio os Rumes feros afugenta;\nDio, que o peito e b,�,1
tre dele treme;\nO forte Baçaim se lhe dará,\nN�,�,1
midas de argento;\nAssopra-lhe galerno o vento, e ,b,1
 ledos vão, por várias vias,\nQuais rompentes li,�,1
brancos e listrados:\nUns trazem derredor de si ci,n,1
avorecem.\n\n35\nQual Austro fero, ou Bóreas na e,s,1
erfícia tão limada,\nÉ Deus: mas o que é Deus,, ,1
 só nisto o dano\nDa vossa pertinace confiança;\,n,1
 gentes tão poucas e medrosas,\nNão mostra quant,o,1
o o soberbo Apolo aqui reserva.\nAqui as capelas d,�,1
essa mata, ou tímida gazela;\nAli no bico traz ao, ,1
dar seu parecer, se pôs diante\nDe Júpiter, arma,d,1
uem viu sempre um estado deleitoso?\nOu quem viu e,m,1
a,\nNão somente do reino soberano\nTe pôs neste ,d,1
zendo, os barcos vão remando\nPara a frota, que o, ,1
o direito pretendia\nDo reino lá das terras Iberi,n,1
 dar seu parecer, se pôs diante\nDe Júpiter, arm,a,1
,\nCom que também do campo a cor se perde,\nTorna,d,1
 também mandado tinha a terra,\nDe antes, pelo pi,l,1
tal sorte,\nQue quando algum se toca, por ventura,,\,1
 palavras que o magoam;\nMas o pertinaz povo, e se,u,1
o forte Dom Nuno Alvares; mas antes,\nPosto que em, ,1
rabalhos que tiveram,\nSe alta fama e rumor deles ,s,1
, que em cruz pintando veio.\n\n55\n"Passado já a,l,1
entavam\nA desesperarão, e frio medo\nDe já nos ,n,1
os céus a Índia estava;\nPorém dizem-lhe todos,, ,1
nPor dar seu parecer, se pôs diante\nDe Júpiter,, ,1
 o Rei de seus enganos;\nRecebe o Capitão de melh,o,1
ra tua o clima, e região\nDo mundo onde morais di,s,1
anto rio;\n\n9\nInclinai por um pouco a majestade,,\,1
firmeza.\nNa dura Moçambique enfim surgimos,\nDe ,c,1
nE diz que nada tanto o deleitava\nComo a voz que ,s,1
achos roxos e outros verdes;\nE vós, se na vossa ,�,1
tava ter-me neste engano,\nOu fosse monte, nuvem, ,s,1
orna sereno e claro o ar escuro,\nAs lágrimas lhe, ,1
osa,\nOs belicosos Mouros acenando\nCom a adarga e, ,1
 destruídos?\n\n82\n"Mas tu, e quem mui certo con,f,1
,\nQue para um cavaleiro houvesse cento.\n\n44\n"C,i,1
ro,\nPor dar seu parecer, se pôs diante\nDe Júpi,t,1
us esforce e anime;\nMas um tiro, que com zunido v,o,1
seguro,\nPor dar seu parecer, se pôs diante\nDe J,�,1
escobrir os montes que enxergamos;\nAs âncoras pe,s,1
erá ter conta\nA quieta inocência, em só Deus p,r,1
s;\nOs Turcos belacíssimos e duros,\nDeles sempre, ,1
n\n52\n"Vereis a fortaleza sustentar-se\nDe Canano,r,1
ois a ser vencido dele venha\nCutiale, com quanta ,a,1
Vos farão, como os vossos já passados;\nImpossib,i,1
 ricas peças um presente,\nQue só para este efei,t,1
 e que justiça\nFazes no peito vão que muito te ,a,1
 antigos\nTroncos nobres de seus antecessores;\nN�,�,1
so e grão Tonante.\n\n42\nE destas brandas mostra,s,1
o Oriente,\nSe lá passar a Lusitana gente.\n\n31\,n,1
ntiga, ou sua, ou fosse estranha.\nAltamente lhe d,�,1
or das Nereidas apressadas.\n\n21\nNos ombros de u,m,1
ei, que sigo e tenho!\nNunca juízo algum alto e p,r,1
Vês Cauchichina está, de escura fama,\nE de Ain�,�,1
,\nEnquanto os rios para o mar correrem."\n\n85\nA,s,1
'os braços acenavam\nAs gentes Lusitanas, que esp,e,1
\nAs discretas respostas, que convinham:\n"Os Port,u,1
s do mundo avara,\nInculta e toda cheia de bruteza,;,1
 que andava já abrasado\nAraspas, de Panteia, em ,f,1
com forçar o rosto, que se enfia,\nA parecer segu,r,1
o disse, manda o consagrado\nFilho de Maia à Terr,a,1
alheio; ali perecem\nAlguns dos seus, que o ânimo, ,1
 soberano.\nDo rosto respirava um ar divino,\nQue ,d,1
i seguro,\nPor dar seu parecer, se pôs diante\nDe, ,1
em Monçaide, que guardado\nEstava para dar ao Gam,a,1
 Marte pátria tão querida,\nOnde, colo Hemo, o R,�,1
"Eternos moradores do luzente\nEstelífero pólo, ,e,1
ia\nDos errados e míseros mortais.\nSigue-me firm,e,1
 o esforço e ousadia\nDos belicosos peitos que em, ,1
 a dormir quieto e sossegado.\n\n49\nTorna Baco, d,i,1
 no chão, de quando em quando\nLhe dava a verde f,o,1
se viu rendido,\nMole se fez e fraco; e bem parece,,,1
a terra lhe parece:\nPor diante passar determinava,;,1
 França,\nOu de César, quereis igual memória,\n,V,1
m não pode experimentá-lo.\n\n84\nDesta arte enf,i,1
ra um som alto e sublimado,\nUm estilo grandíloqu,o,1
 em armas acendeu\nEm mortes, em desonras (grande ,e,1
piloto necessário,\nE foi-lhe respondido em som d,e,1
m quem poder não teve a morte.\n\n15\nE enquanto ,e,1
\nOutros por ver somente) concorria,\nSaudosos na ,v,1
;\nE muito mais contente come e bebe.\n\n62\nEstá, ,1
não do canto, mas de ver que venho\nCantar a gent,e,1
 coa fama a curta vida.\nNão se lhe pode muito su,s,1
alta pranta,\nOnde o violento fogo, com ruido,\nEm, ,1
queime o Rei subido.\nMúsica traz na proa, estran,h,1
o, e não por falta de natura,\nNão há também V,i,1
 la spica e la man, qual muro è messo.\n\n79\n"Ó, ,1
tão pouca gente se arreceia?\nQue com laços arma,d,1
Deusa sustentava\nEntre todos as partes em porfia,,\,1
tempo o lúcido Planeta,\nQue as horas vai do dia ,d,1
neu em sonhos; e partia\nPara onde o sonho e o Mou,r,1
serviço indino:\nBoa injúria do grande Constanti,n,1
ima Maria\nPelos paternais paços sublimados,\nLin,d,1
ucessor ao sucedido,\nQue um ergue Dio, outro o de,f,1
 crueldades neles experimentas!\n\n96\n--"Dura inq,u,1
r ordem do Destino,\nO Império tomaram a Constant,i,1
ça inexpugnábil, grande e forte,\nTemendo mais o, ,1
de Santa Caterina;\nOlha Toro e Gidá, que lhe fal,e,1
tuna a força dura.\nQue Imperador, que exército ,s,1
m pouco, mui seguro,\nPor dar seu parecer, se pôs, ,1
osto na suprema\nCadeira, pode mal dos apartados\n,N,1
\n75\nO Rei, que já sabia da nobreza\nQue tanto o,s,1
coa vista veneranda,\nImploramos favor que nos gui,a,1
 navega.\nMas já razão parece que saibamos,\nSe ,e,1
 sangue a obrigação,\nOs olhos lhe ocupou o sono, ,1
nquietas ondas apartando;\nOs ventos brandamente r,e,1
se ateia,\nRecolhe o fato, e foge para a aldeia:\n,\,1
les pátrios montes que ficavam;\nFicava o caro Te,j,1
O que dele Castela não cuidava,\nDetermina de dar, ,1
ivesse.\nEle, vendo que já lhe não convinha\nTor,n,1
bordo:\n"Alija, disse o mestre rijamente,\nAlija t,u,1
 paços.\n\n92\nQuão doce é o louvor e a justa g,l,1
 Céu e o Ar vizinho,\nE tudo quanto a via namorav,a,1
\n"E que se houver alguém, com lança e espada,\n,Q,1
ce o mar profundo,\nObedeceste à força Portugues,a,1
tra as fraldas delicadas;\nAcende-se o desejo, que, ,1
e das outras és princesa,\nQue edificada foste do, ,1
briga à pena:\nPara que o senhor salve, a si cond,e,1
Fortuna a tantos nega,\nE com pontas do mesmo deli,c,1
e vivia,\nNem tão mau como foi Heliogabalo,\nNem ,c,1
\nQue, depois de lhe ter dito quem era,\nCom um al,t,1
agreste desejosos,\nNão cuidam que, sem laço ou ,r,1
sado\nDo Semicapro peixe a grande meta,\nEstando e,n,1
 se partia\nPara a frota, no seu batel ligeiro.\nE,n,1
nches sojugada\nFoi juntamente, e o sempre enobrec,i,1
o campo e na cidade juntamente.\n\n51\nPelos porta,i,1
ue era:\nQue Baco muito de antes o avisara,\nNa fo,r,1
nso pera as aras;\nMas atenta: já cá destoutra b,a,1
or que nenhuma à pátria mais tornasse.\n\n84\nQu,e,1
 a frota, no seu batel ligeiro.\nEnchem-se os peit,o,1
nte\nO piloto fugir-lhe com presteza,\nEntende o q,u,1
vantando um pouco, mui seguro,\nPor dar seu parece,r,1
á dizendo."\n\n42\nConsentem nisto todos, e encom,e,1
ofríbil,\nE que do Céu à Terra, enfim desceu,\n,P,1
itores, quando\nForam sentidos vir-se da cidade.\n,E,1
péria,\nQue a soberba do bárbaro fronteira\nTorn,o,1
evantando um pouco, mui seguro,\nPor dar seu parec,e,1
or perigo, a mor afronta,\nPor vós, ó Rei, o esp,�,1
ia de Damasco rico e dino,\nDa Tíria cor, entre e,l,1
eloquência.\nO que de Cipião se sabe e alcança,,\,1
que tu pedes não trazia,\nQue bem posso escusar t,r,1
onde Dom Pedro, que sustenta\nDois cercos contra t,o,1
egra e engana\nEste famoso Rei, todos os dias,\nFe,s,1
ssego,\nEstando na cidade, cujo prado\nEnverdecem ,a,1
tomados,\nJá julga por mau zelo e por crueza\nDes,e,1
l atroce, nesse instante,\nCom a fronte cornígera, ,1
te humana,\nVimos buscar do Indo a grão corrente,,\,1
iado resplandece\nDe nós o claro Sol, para julgar,e,1
�o, e não com o Mauro engano.\nEnfim ao Gama mand,a,1
imados nada enjeitam.\n\n50\nComendo alegremente p,e,1
 vê, Rei, que tamanha terra andamos,\nSem sair nu,n,1
\nPor vir a descansar nos Tétios braços;\nE el-R,e,1
o caminho à santidade.\nOs mais exprimentados lev,a,1
nNa sentença um do outro diferia,\nRazões divers,a,1
au,\nPara onde o mar na costa brada e geme,\nA pro,a,1
onco, e casa rica,\nQue com costumes altos e excel,e,1
ante\nAlevantando um pouco, mui seguro,\nPor dar s,e,1
o os que na errada Seita creram,\nTanto por todo o, ,1
os soberanos;\nQue eu vos prometo, filha, que veja,i,1
e,\nQue, só por não quebrar cos singulares\nBar�,�,1
n2\nE também as memórias gloriosas\nDaqueles Rei,s,1
ual Rei outros três há juntamente.\nNeste dia ou,t,1
 e costumes, diferentes.\n\n140\n"Mas cá onde mai,s,1
de, com que alcança\nA cidade por manhas e ousadi,a,1
e em si o valor retrata,\nQue o sepulcro do pai co,m,1
diamante\nAlevantando um pouco, mui seguro,\nPor d,a,1
 inico\nDas perlas de Barém tributo rico.\n\n42\n,",1
icaram, e o temor\nLhe dá, não pés, mas asas à, ,1
ras aljavas,\nPartazanas agudas, chuças bravas:\n,\,1
otifique,\nChama-se a pequena ilha Moçambique.\n\,n,1
 nada,\nA socorrer-me a tua potestade\nMe triz esp,e,1
o leve leme\nEncomendado ao sacro Nicolau,\nPara o,n,1
 despois de morte,\nOs brutos animais de toda sort,e,1
lmo de diamante\nAlevantando um pouco, mui seguro,,\,1
\nQue tais ódios terá co a nova gente.\n\n12\nE ,c,1
a, Rei, se houve no mundo\nGentes que tais caminho,s,1
o a formosa e forte Dama,\nDe quem tanto os Troian,o,1
bedeceu por meio e ousadia\nDe Giraldo, que medos ,n,1
nta,\nDaquele de quem foi favorecido.\nEm cada uni, ,1
 tornada.\nE, se ainda te parece falsidade,\nCuida, ,1
umava.\n\n59\nMas assim como a Aurora marchetada\n,O,1
ão foge; mas espera confiado,\nE o ginete belíge,r,1
ebre nome em negro vaso\nD'água do esquecimento, ,s,1
tranha alegria, e não cuidada,\nPor acharem da te,r,1
da:\n\n21\n"Destarte a gente força e esforça Nun,o,1
nQuando no mar a armada se estendia.\n\n3\n"Já a ,v,1
\nQue com costumes altos e excelentes,\nSustentam ,a,1
ou, que em terra\nSacras aras e sacerdote sinto; v,i,1
nE se mais mundo houvera, lá chegara.\n\n15\nE ve,j,1
roso ânimo e valente,\nEntre gentes tão poucas e, ,1
e todo o Roxo mar mais florescia,\nDe que tinha pr,o,1
eira do elmo de diamante\nAlevantando um pouco, mu,i,1
ntes;\nDecanis, Oriás, que a esperança\nTêm de ,s,1
 seus feitos no Oriente,\nSe lá passar a Lusitana, ,1
mada licença, enfim se parte:\nPassa Lião, Caste,l,1
 mísera gente peregrina,\nQue só por tua altíss,i,1
ida no Ocidente,\nCesárea ou Cristianíssima cham,a,1
angue fará dar pelos giolhos\nNas inimigas naus; ,s,1
 Estio\nHá pouco que passar até o Outono;\nA For,t,1
\nE tu me esperarás, se Amor te fere:\nE se me es,p,1
edo,\nOuvindo clara a língua de Castela;\nJunto d,e,1
itos tão leais em si desfaça,\nSó porque a meu ,d,1
 o terçados;\nCom toucas na cabeça; e navegando,,\,1
\nMe detenho em tomar do Sol a altura\nE compassar, ,1
te.\n\n84\nJá o raio Apolíneo visitava\nOs monte,s,1
seira do elmo de diamante\nAlevantando um pouco, m,u,1
oxa entrada\nAo claro Hiperiónio, que acordou,\nC,o,1
e o Gama abrira,\nArmadas que as ribeiras venceria,m,1
o justiça e integridade.\nDa feia tirania e de as,p,1
re fique\nDele em Germânia, com que a morte engan,e,1
tes Lusitanos lhe tornavam\nAs discretas respostas,,,1
e e Calaiate;\nAté que à força só de braço ap,r,1
o agravo os façam sabedores.\nTambém por vossa p,a,1
dade ver perdida.\nEste, porque se Espanha não te,m,1
7\nA viseira do elmo de diamante\nAlevantando um p,o,1
nContra um bicho da terra tão pequeno?\n\n\nCanto, ,1
isto o dano\nDa vossa pertinace confiança;\nAntes, ,1
as feras, cuja mente\nNatura fez cruel de nascimen,t,1
nCom o conto do bastão no sólio puro,\nO Céu tr,e,1
n\n37\nA viseira do elmo de diamante\nAlevantando ,u,1
gano, obediente\nLhe pagará tributos, conhecendo\,n,1
 faz escura.\nMas destes acha poucos a pintura."\n,\,1
�rminos quebrantas,\nE navegar meus longos mares o,u,1
\n\n82\nTanto que estas palavras acabou,\nO Mouro,, ,1
\nAs histórias daquela antiga idade,\nQue quem de,l,1
ue em força e gente tão pequeno.\n\n43\n"Em nenh,u,1
il;\nQue padeceu desonra e vitupério,\nSofrendo m,o,1
nAs armadas de Egipto e de Cambaia.\n\n30\n"Ali o ,p,1
 nunca vi, desampararam\nMuitos a vida, e em terra, ,1
ida:\nA frota principal do Samorim,\nQue destruir ,o,1
r que por ele corra e ande:\nQue descuido foi este, ,1
entes que tais caminhos cometessem?\nCrês tu que ,t,1
e irado,\n\n37\nA viseira do elmo de diamante\nAle,v,1
o foi, e a má vontade,\nQue aos estrangeiros súb,i,1
a o choro lhe acrescente,\nPor lhe pôr em sossego, ,1
e se subissem;\nE, nesta treição determinavam\nQ,u,1
m\nDo descuido remisso de Fernando,\nDepois de pou,c,1
, medonho e irado,\n\n37\nA viseira do elmo de dia,m,1
-se a ele ou logo à morte.\n\n11\nCantava dum que, ,1
Indo sojugado,\nE nunca lhe tirou Fortuna, ou caso,,,1
ar-se-lhe amarelo, de enfiado;\nVereis de Ormuz o ,R,1
do as vontades inconstantes,\nAquelas duvidosas ge,n,1
 ira e crueldade,\nVer destruir do Samorim potente,,,1
 certas são?\nRevolvendo contino no conceito\nSeu, ,1
ada,\nA qual virá depois a ser senhora\nDe todo o, ,1
\nDe várias cores, brancos e listrados:\nUns traz,e,1
 o duro amigo\nFaz não sentir que é perda grande, ,1
dignidade,\nQue, só por não quebrar cos singular,e,1
dilação, nem outro algum desconto.\nAo grande Eo,l,1
Mas nós, como pessoas magoadas,\nA resposta lhe d,e,1
s, medonho e irado,\n\n37\nA viseira do elmo de di,a,1
acerdote da lei de Mafamede,\nDos ódios concebido,s,1
sublimada\nCo'os triunfos da gente vencedora.\nAli, ,1
 armado,\nO Mavorte feroz dos Portugueses;\nVestem,-,1
éctar sobre todos esparziu.\nPelo caminho Lácteo, ,1
s,\nTraz o Rei de Melinde, acompanhado\nDe nobres ,e,1
 que me espanta,\n(Pergunta o Malabar maravilhado),\,1
homens é levado.\n\n45\nDesta arte o Malabar, des,t,1
 seu marido, as manda e come,\nFervendo-lhe no pei,t,1
a Santa Caterina.\n\n44\n"Nem tu menos fugir poder,�,1
 cobrir natura ensina.\nDois modos há de gente, p,o,1
m desonras (grande engano).\nQuanto melhor nos for,a,1
 ferro entrava:\nO Mestre morre ali de Santiago,\n,Q,1
ansada,\nComo quem de mais longe ali caminha.\nE a,s,1
, o som canoro\nAbaxando, fez ronco e entristecido,,,1
e contra o Céu não val da gente manha;\nMas tamb,�,1
sitana,\nQue com tanta miséria e adversidade\nDos, ,1
ao cógnito aposento.\n\n73\nDo claro assento etó,r,1
ia?\nVê-lo com pressa já dos seus achado,\nQue l,h,1
aram,\nTão bem de suas obras merecida.\nApolo, e ,a,1
mente pelejava;\nMorre também, fazendo grande est,r,1
do para trás, medonho e irado,\n\n37\nA viseira d,o,1
ste grande Firmamento,\nVês o céu de Saturno, De,u,1
roco de Carlos, Rei de França,\nOu de César, que,r,1
;\nVereis de Ormuz o Reino poderoso\nDuas vezes to,m,1
itando\nMareiam velas; ferve a gente irada,\nO lem,e,1
nEle constante, e de ira nobre aceso,\nOs ameaços, ,1
�s se sente,\nQue de tão pouca gente se arreceia?,\,1
\nDe todos os que as ondas navegamos\nDe Quíloa, ,d,1
\nA maior parte aqui passam do dia\nEm doces jogos, ,1
 Afonso, o animava.\nEle, adorando quem lhe aparec,i,1
 as tristes almas revocava\nDo Inferno, e o vento ,l,1
\n27\nE que, entanto que a nova lhe chegasse\nDe s,u,1
 um falso Rei\nA cidade Hierosólima terrestre,\nE,n,1
e terra é esta que habitais,\nOu se tendes da Ín,d,1
avam\nAs discretas respostas, que convinham:\n"Os ,P,1
temia.\n\n98\nE diz-lhe mais, com o falso pensamen,t,1
, em mais que nos barretes, se suspeita\nQue a cor, ,1
façam, não vencido.\n\n149\nFavorecei-os logo, e, ,1
s não lhe sucedeu como cuidava.\n\n45\nEis aparec,e,1
 mãe, tomando todo o estado,\nDo segundo himeneu ,n,1
mostraram\nDe Calecu, onde eram moradores.\nPara l,�,1
rque do caminho trabalhoso\nTrarás a gente débil, ,1
erdecem as águas do Mondego,\nSabendo como o filh,o,1
var a incerta guerra;\nDe ambas partes se move a p,r,1
vários mundos via,\nNações de muita gente estra,n,1
res;\nQue Elvas, e Moura, e Serpa conhecidas,\nE A,l,1
nado\nEstá doutro poder que tudo doma.\nDo Olimpo, ,1
Co ela o Castelhano, e com destreza\nDe Marrocos o, ,1
ue sabiam\nNavegar, porque entre elas esperamos\nD,e,1
m estilo grandíloquo e corrente,\nPorque de vossa,s,1
ha tem perto, cuja gente\nEram Cristãos com Mouro,s,1
