context,symbol,count
 e na porfia permanecem;\nA qualquer seus amigos f,a,1
ta cara,\nAssim como acontece muitas vezes,\nQue e,m,1
a cara,\nAssim como acontece muitas vezes,\nQue em, ,1
initos,\nQue afeminam os peitos generosos,\nNão c,o,1
ra,\nAssim como acontece muitas vezes,\nQue em fer,r,1
o e ao Céu subido.\nÁlvaro, quando o Inverno o m,u,1
,\nAssim como acontece muitas vezes,\nQue em ferro,s,1
\nAssim como acontece muitas vezes,\nQue em ferros, ,1
ssim como acontece muitas vezes,\nQue em ferros qu,e,1
s:\nE não contentes ainda, e na Africana\nParte, ,c,1
rios,\nMais ladrões castigando à morte deu,\nQue, ,1
édito alcançava,\nQue Vénus Acidália lhe influ,�,1
ouso convidam quando caem,\n\n68\n"Estando já dei,t,1
s\nEstranhos, assim mesmo como aos nossos,\nRecebe,r,1
\nGangético, o rumor antigo conta\nQue os vizinho,s,1
sim como acontece muitas vezes,\nQue em ferros que,b,1
im como acontece muitas vezes,\nQue em ferros queb,r,1
m como acontece muitas vezes,\nQue em ferros quebr,a,1
omo acontece muitas vezes,\nQue em ferros quebra a,s,1
nDe teus feitos ilustres a ruína,\nNem ver que a ,j,1
res\nDe pudibunda rosa e roxas flores.\n\n76\n"Cha,m,1
as da Fama se sustenha,\nChega a este, que a palma, ,1
mo acontece muitas vezes,\nQue em ferros quebra as, ,1
 acontece muitas vezes,\nQue em ferros quebra as p,e,1
acontece muitas vezes,\nQue em ferros quebra as pe,r,1
om siso e promessas levantar-se\nO cerco, que já ,e,1
is ao Rei potente sojugados;\nE por eles, de tudo ,e,1
ntece muitas vezes,\nQue em ferros quebra as perna,s,1
tece muitas vezes,\nQue em ferros quebra as pernas,,,1
ividem, onde se apousentam\nVárias nações que m,a,1
o, bélico inimigo;\nO claro Olho do céu, no quar,t,1
am tirando\nCom os outros dois o carro radiante,\n,Q,1
ece muitas vezes,\nQue em ferros quebra as pernas,, ,1
diz de Vasconcelos.\n\n25\n"E da outra ala, que a ,e,1
terno fundo das profundas\nCavernas altas, onde o ,m,1
tes, feras e alimárias,\nPelo monte selvático ha,b,1
ce muitas vezes,\nQue em ferros quebra as pernas, ,i,1
 vitórias do Bárbaro, que acode\nA defender Alc�,�,1
e muitas vezes,\nQue em ferros quebra as pernas, i,n,1
pequenos;\nOu vos vesti nas armas rutilantes,\nCon,t,1
i o está pintando propriamente.\n\n56\nMil árvor,e,1
 dois, e não de espaço.\nRotos? mas antes mortos,,,1
uitas vezes,\nQue em ferros quebra as pernas, indo, ,1
ito desejasse\nPiloto para a Índia que buscava,\n,C,1
\nO caro meu irmão Paulo da Gama.\n\n82\n"Mais se, ,1
 vezes,\nQue em ferros quebra as pernas, indo aces,o,1
Na fantasia algum subtil e astuto\nEngano diabóli,c,1
sinais diabólicos e indícios,\nMandados do Rei p,r,1
vezes,\nQue em ferros quebra as pernas, indo aceso,\,1
em tanto o grã Tonante arremessou\nRelâmpagos ao, ,1
Por mulher, e depois horrendo incesto\nCom a mãe ,A,1
ezes,\nQue em ferros quebra as pernas, indo aceso\,n,1
zes,\nQue em ferros quebra as pernas, indo aceso\n,A,1
de e alcança,\nDe quem não há no mundo semelhan,�,1
es,\nQue em ferros quebra as pernas, indo aceso\nA, ,1
cos anos que reinava,\nA cidade de Silves tem cerc,a,1
,\nQue em ferros quebra as pernas, indo aceso\nA b,a,1
a nobre\nNaires chamados são, e a menos digna\nPo,l,1
perto,\nTanto menos a vista determina\nSe é crist,a,1
Que em ferros quebra as pernas, indo aceso\nA bata,l,1
 em ferros quebra as pernas, indo aceso\nA batalha,,,1
em ferros quebra as pernas, indo aceso\nA batalha,, ,1
lhando a vossa inclinação divina,\n\n156\nOu faz,e,1
Costumados no campo, em grande glória;\nCom ofert,a,1
 a tudo estava a tento,\nTanto com estas novas se ,a,1
m ferros quebra as pernas, indo aceso\nA batalha, ,o,1
 tua potência se rebela,\nPor que entendam que mu,r,1
omara.\n\n105\nO recado que trazem é de amigos,\n,M,1
Rei forte em toda parte,\nQue escurecendo o preço, ,1
rais,\nE a consorte sem culpa, que dói mais.\n\n1,6,1
ros quebra as pernas, indo aceso\nA batalha, onde ,f,1
os quebra as pernas, indo aceso\nA batalha, onde f,o,1
e virtude.\n\nCanto Nono\n\n1\nTiveram longamente ,n,1
quebra as pernas, indo aceso\nA batalha, onde foi ,v,1
�o vencido.\n\n149\nFavorecei-os logo, e alegrai-o,s,1
de,\nNão me impeças o gosto da tornada.\nE, se a,i,1
a tenção sua agora passe,\nPorque enfim vem de e,s,1
 vossas forças o Rei novo:\nSe é certo que co'o ,R,1
soberbos cavaleiros,\nQue o principal dos três de,s,1
amos\nCom a gente, e com as novas muito mais:\nPel,o,1
jocundo\nRosto, como quem sabe a língua Hispana,\,n,1
uebra as pernas, indo aceso\nA batalha, onde foi v,e,1
a ruda tem criado.\nConta: que agora vêm co'os á,u,1
 da cidade;\nQue não perde a presteza coa idade.\,n,1
 a verde folha da erva ardente,\nQue a seu costume, ,1
ebra as pernas, indo aceso\nA batalha, onde foi ve,n,1
resca serra\nDe Sintra, e nela os olhos se alongav,a,1
bra as pernas, indo aceso\nA batalha, onde foi ven,c,1
a as pernas, indo aceso\nA batalha, onde foi venci,d,1
pernas, indo aceso\nA batalha, onde foi vencido e ,p,1
ernas, indo aceso\nA batalha, onde foi vencido e p,r,1
rnas, indo aceso\nA batalha, onde foi vencido e pr,e,1
tude da erva poderosa\nFoi convertido em peixe, e ,d,1
na.\n\n42\n"Aqui a fera batalha se encruece\nCom m,o,1
nas, indo aceso\nA batalha, onde foi vencido e pre,s,1
la, solta, voou da prisão fora\nOnde súbito se a,c,1
confiança não se afronte,\nEnquanto não conheç,a,1
 Lebre e os Cães, a Nau e a doce Lira.\n\n89\n"De,b,1
vil malícia ousada\nLhe andar armando, que pôr e,m,1
hos, a ver Deus usados\nEm forma humana, estão ma,r,1
, indo aceso\nA batalha, onde foi vencido e preso.,\,1
ndo aceso\nA batalha, onde foi vencido e preso.\n\,n,1
do aceso\nA batalha, onde foi vencido e preso.\n\n,7,1
o aceso\nA batalha, onde foi vencido e preso.\n\n7,1,1
undo novas maravilhas.\n\n53\n"Virá despois Menes,e,1
 sua o mundo cerque.\nO grande Capitão, que o fad,o,1
o cuidaram\nQue nunca para o céu fossem viradas,\,n,1
aceso\nA batalha, onde foi vencido e preso.\n\n71\,n,1
ceso\nA batalha, onde foi vencido e preso.\n\n71\n,",1
ao contrário em tudo estava.\nJá a companhia pé,r,1
eso\nA batalha, onde foi vencido e preso.\n\n71\n",�,1
so\nA batalha, onde foi vencido e preso.\n\n71\n"�,�,1
� famosa;\nOutras ilhas, no mar também sujeito\nA, ,1
 sem sombra vã de medo ou pejo,\nToma a ilha ilus,t,1
noite em quantidade;\nAli tua frota alegre receben,d,1
jos, que tão longe nos guiou,\nA Deus pedi que re,m,1
a,\nNão perderá seu preço, e sua valia.\n\nCant,o,1
uízos cegando e as consciências;\n\n99\nEste int,e,1
o\nA batalha, onde foi vencido e preso.\n\n71\n"Ó, ,1
\nA batalha, onde foi vencido e preso.\n\n71\n"Ó ,f,1
nais e por acenos,\nQue com isto se alegra grandem,e,1
inho.\nMaçuá, com cisternas de água cheias\nVer,�,1
a os paços radiantes\nE de metais ornados reluzen,t,1
 todas a seu Rei, e o Duque a todos.\n\n51\n"Já c,h,1
A batalha, onde foi vencido e preso.\n\n71\n"Ó fa,m,1
o,\nSabendo como o filho está cercado\nEm Santar�,�,1
ios mil, e de ti mesma adversa.\n\n9\nÓ míseros ,C,1
 batalha, onde foi vencido e preso.\n\n71\n"Ó fam,o,1
nCom gente, armas e naus, de qualidade\nQue por ir,m,1
talha, onde foi vencido e preso.\n\n71\n"Ó famoso, ,1
alha, onde foi vencido e preso.\n\n71\n"Ó famoso ,P,1
lha, onde foi vencido e preso.\n\n71\n"Ó famoso P,o,1
rviz seu jugo meta\nDa soberba Tui, que a mesma so,r,1
2\n"Olha cá pelos mares do Oriente\nÁs infinitas, ,1
átria amada,\nDesejando prover-se de água fria,\,n,1
m demanda da água pura,\nQue causa inda será de ,l,1
, onde foi vencido e preso.\n\n71\n"Ó famoso Pomp,e,1
e ao Céu blasfema.\n\n51\n"Goa vereis aos Mouros ,s,1
 onde foi vencido e preso.\n\n71\n"Ó famoso Pompe,i,1
ento;\nLevam a companhia desejada\nDas Ninfas, que, ,1
fâmia, ou morte crua.\nA feminil fraqueza Pouco u,s,1
onde foi vencido e preso.\n\n71\n"Ó famoso Pompei,o,1
nde foi vencido e preso.\n\n71\n"Ó famoso Pompeio,,,1
Da natureza e do úmido elemento,\nA nenhum grande, ,1
e foi vencido e preso.\n\n71\n"Ó famoso Pompeio, ,n,1
sim o claro inventor da Medicina,\nDe quem Orfeu p,a,1
ca areia as lágrimas banhavam,\nQue em multidão ,c,1
om, fido e jocundo.\nEnquanto apascentar o largo P,�,1
foi vencido e preso.\n\n71\n"Ó famoso Pompeio, n�,�,1
os claro espelho.\n\n14\n"Vê-lo cá vai com os fi,l,1
rco horrendo,\nFiado na promessa e consciência\nD,e,1
s em fugida;\nO Miralmomini só não fugiu,\nPorqu,e,1
encerão a Fortuna e o próprio Marte.\n\n43\n"Eis, ,1
entende\nQue está ajudado da Alta Fortaleza,\nA q,u,1
antas guerras conhecidos;\nDa gente louva a antiga, ,1
oi vencido e preso.\n\n71\n"Ó famoso Pompeio, nã,o,1
ânimo e nobreza.\n\n91\nVai recontando o povo, qu,e,1
i vencido e preso.\n\n71\n"Ó famoso Pompeio, não, ,1
vencido e preso.\n\n71\n"Ó famoso Pompeio, não t,e,1
encido e preso.\n\n71\n"Ó famoso Pompeio, não te, ,1
ncido e preso.\n\n71\n"Ó famoso Pompeio, não te ,p,1
cido e preso.\n\n71\n"Ó famoso Pompeio, não te p,e,1
setas de ponta de ouro embebe.\nCom gesto ledo a C,�,1
do e preso.\n\n71\n"Ó famoso Pompeio, não te pen,e,1
ntudo\nNenhum sinal aqui da Índia achamos\nNo Pov,o,1
e preso.\n\n71\n"Ó famoso Pompeio, não te pene\n,D,1
lhe pesara:\n\n50\n--"Eu sou aquele oculto e grand,e,1
preso.\n\n71\n"Ó famoso Pompeio, não te pene\nDe, ,1
ue resista, se Lisboa\nNão pôde resistir à for�,�,1
ádia em Siracusa\nVai buscar os abraços de Aretu,s,1
de amor usança boa,\nA quem se aparta, ou fica, m,a,1
am, com toda a Arábia descoberta\nFeliz, deixando, ,1
n\n71\n"Ó famoso Pompeio, não te pene\nDe teus f,e,1
todo o peso\nDo terreno, fazendo-o Quersoneso.\n\n,1,1
ferro, água, calma e frio,\nDeixa intentado a hum,a,1
1\n"Ó famoso Pompeio, não te pene\nDe teus feito,s,1
n"Ó famoso Pompeio, não te pene\nDe teus feitos ,i,1
rande Henriques, feros e valentes,\nVencestes esta, ,1
Quando a deixava António por Glafira,\n\n96\nVai ,C,1
� famoso Pompeio, não te pene\nDe teus feitos ilu,s,1
im potente,\nQue encherão todo o mar, co a férre,a,1
oda,\nDa terra a luz solar com a terra esconde,\nT,i,1
o foram levantados\nContra seu Capitão, se os res,i,1
nta,\nPola pedra onde está a pegada humana.\nNas ,i,1
uando os presos feitores lhe tornou;\nLeva pimenta, ,1
 famoso Pompeio, não te pene\nDe teus feitos ilus,t,1
a rosa e roxas flores.\n\n76\n"Chama o Rei os senh,o,1
famoso Pompeio, não te pene\nDe teus feitos ilust,r,1
moso Pompeio, não te pene\nDe teus feitos ilustre,s,1
o Pompeio, não te pene\nDe teus feitos ilustres a, ,1
ia,\nEntre os quais tem o ceptro imperial;\nE assi,m,1
 imigas pera a guerra:\nMouros por mar, Gentios po,l,1
o, Estrabo,\nPlínio, e quantos passaram, fui not�,�,1
rte ao cais, por que o arrede\nLonge quanto puder ,d,1
as não passes os três que em França e Espanha\n,S,1
gal houve em sorte, que no mundo\nEntão não era ,i,1
mpeio, não te pene\nDe teus feitos ilustres a ru�,�,1
ará em Noronha a morte o usado ofício,\nQuando u,m,1
ossantes\nNo reino os inimigos, não se atrevem\nN,e,1
eio, não te pene\nDe teus feitos ilustres a ruín,a,1
to talho,\nCom que a seu Rei resposta alegre leve.,\,1
io, não te pene\nDe teus feitos ilustres a ruína,,,1
or dos pátrios feitos valerosos,\nEm versos divul,g,1
 não te pene\nDe teus feitos ilustres a ruína,\n,N,1
ua formosura!\nQue, só com refrear o passo leve,\,n,1
nVai César, sojugando toda França,\nE as armas n,�,1
 vida,\nEstão os Traces de robusto peito,\nDo fer,o,1
não te pene\nDe teus feitos ilustres a ruína,\nN,e,1
l e falsa gente.\n\n7\nE de alguns que trazia cond,e,1
 te pene\nDe teus feitos ilustres a ruína,\nNem v,e,1
nNo forte Dom Nuno Alvares; mas antes,\nPosto que ,e,1
pene\nDe teus feitos ilustres a ruína,\nNem ver q,u,1
ndo: "Não conheces\nO grã legislador que a teus ,p,1
o ferro o sangue ardente;\nRompem malhas primeiro,, ,1
 ousadias, descobriram\nPouco e pouco caminhos est,r,1
mor grande o sangue lhe resfria.\nJá foge o escon,d,1
mbeia as águas bebe,\nAs quais o largo Atlântico, ,1
e\nDe teus feitos ilustres a ruína,\nNem ver que ,a,1
\nDe teus feitos ilustres a ruína,\nNem ver que a, ,1
com um amor intrínseco acendidos\nDa Fé, mais qu,e,1
De teus feitos ilustres a ruína,\nNem ver que a j,u,1
inha,\nA barba branca, longa e penteada:\n"Quem er,a,1
e teus feitos ilustres a ruína,\nNem ver que a ju,s,1
 teus feitos ilustres a ruína,\nNem ver que a jus,t,1
edor, sem companheiro,\nQuando daqueles que César, ,1
\nA pressa com que a armada se levava.\nAs mulhere,s,1
s feitos ilustres a ruína,\nNem ver que a justa N,�,1
eitos ilustres a ruína,\nNem ver que a justa Ném,e,1
eadala.\nDe sangue e corpos mortos ficou cheia\nE ,d,1
 rodeado,\nVejo um estranho vir de pele preta,\nQu,e,1
he buscara,\nO pastor de Massília lhos furtara;\n,\,1
-lhe mais navegar à vela e remos\nOs Cicones, e a, ,1
m manha\nNão devida o quis pôr no extremo fio."\,n,1
s ilustres a ruína,\nNem ver que a justa Némesis, ,1
i do céu,\nSó por amar das águas a princesa.\nU,m,1
z Febeia,\nQuando um e outro corno lhe aquentava,\,n,1
 ilustres a ruína,\nNem ver que a justa Némesis ,o,1
es, e a torra onde se esqueçam\nOs companheiros, ,e,1
los angélicos trazia\nPelos ebúrneos ombros espa,l,1
lustres a ruína,\nNem ver que a justa Némesis or,d,1
amos de palmeira,\nDos que vencem, coroa verdadeir,a,1
ahometa\nDeita fora, e segura toda Espanha\nDa Jul,i,1
vossa, que a Marte tanto ajuda;\nQue se espalhe e ,s,1
ustres a ruína,\nNem ver que a justa Némesis ord,e,1
e crê que vai seguro;\nMas, sendo um grande espa�,�,1
m conformes já as formosas\nNinfas com os seus am,a,1
s a ruína,\nNem ver que a justa Némesis ordene\n,T,1
vindo o Castelhano devastando\nAs terras sem defes,a,1
i nas ondas entra, a não vista arte,\nA cor, o ge,s,1
m:\nQue onde reina a malícia, está o receio,\nQu,e,1
 a ruína,\nNem ver que a justa Némesis ordene\nT,e,1
 de preço.\n\n110\n"E assim também nos conta dos, ,1
ruína,\nNem ver que a justa Némesis ordene\nTer ,t,1
 Parténope inquieta;\nO Navarro, as Astúrias, qu,e,1
.\n\n6\nPergunta-lhe depois, se estão na terra\nC,r,1
uína,\nNem ver que a justa Némesis ordene\nTer t,e,1
o tomou,\nSabendo ser sequazes da verdade,\nQue o ,F,1
na,\nNem ver que a justa Némesis ordene\nTer teu ,s,1
do,\nQual o das moças Bíbli e Cinireia,\nUm manc,e,1
,\nNem ver que a justa Némesis ordene\nTer teu so,g,1
 quer sobre si tomar o peso\nDe quanto mal a vil m,a,1
ui os dous companheiros conduzidos\nOnde com este ,e,1
\nNem ver que a justa Némesis ordene\nTer teu sog,r,1
nNem ver que a justa Némesis ordene\nTer teu sogr,o,1
os muros e os poderes.\nE tu, lavrador Mouro, que ,t,1
\nEsperá-lo em cilada, oculto e quedo;\nPorque, s,a,1
Nem ver que a justa Némesis ordene\nTer teu sogro, ,1
terreno mal querido\nDa Natura e dos dões usados ,d,1
perdido uma vez, que a própria morte,\nPedindo aj,u,1
em ver que a justa Némesis ordene\nTer teu sogro ,d,1
e Amor, à flama feminina,\nÉ, forçado que a pud,i,1
as\n\n20\nQuando os Deuses no Olimpo luminoso,\nOn,d,1
,\nE nas aves agrestes, que somente\nNas rapinas a,�,1
ve os danos de mim, que apercebidos\nEstão a teu ,s,1
bes dar com fogo e ferro,\nSabe também dar vicia ,c,1
�, mas falsamente.\n\n85\n"Enfim que o Sumo Deus, ,q,1
 ver que a justa Némesis ordene\nTer teu sogro de, ,1
ver que a justa Némesis ordene\nTer teu sogro de ,t,1
descobres.\n\n54\n"Mas aquela fatal necessidade\nD,e,1
;\nAgora pelos povos seus vizinhos,\nAgora pelos �,�,1
nor, com pouca força e gente;\nE vereis Calecu de,s,1
r que a justa Némesis ordene\nTer teu sogro de ti, ,1
nSúbitas trovoadas temerosas,\nRelâmpados que o ,a,1
 que a justa Némesis ordene\nTer teu sogro de ti ,v,1
ue a justa Némesis ordene\nTer teu sogro de ti vi,t,1
elos.\n\n40\n"Tão grande era de membros, que bem ,p,1
 razão se não mostrasse\nVencida do temor demasi,a,1
e a justa Némesis ordene\nTer teu sogro de ti vit,�,1
\nPintou de ruivas conchas Citereia.\n\n54\nTrês ,f,1
 a justa Némesis ordene\nTer teu sogro de ti vit�,�,1
a justa Némesis ordene\nTer teu sogro de ti vitó,r,1
a como, em tão justa e santa guerra,\nDe acabar p,e,1
da Carmânia e Gedrosia,\nVendo vários costumes, ,v,1
ta Némesis ordene\nTer teu sogro de ti vitória d,i,1
 Némesis ordene\nTer teu sogro de ti vitória din,a,1
pados,\nDas fomes, dos perigos grandes, quando\nSe,r,1
s pareciam,\nDe aspecto, inda que agreste, veneran,d,1
émesis ordene\nTer teu sogro de ti vitória dina,,\,1
mesis ordene\nTer teu sogro de ti vitória dina,\n,P,1
to manda ser trazido,\nQue res[s]ucite e seja perg,u,1
os\nRicos de pobres, livres de sujeitos.\n\n35\n"A, ,1
etusa.\n\n73\n"Este, que era o mais grave na pesso,a,1
\n\n33\n"Eis vem o pai, com ânimo estupendo,\nTra,z,1
esis ordene\nTer teu sogro de ti vitória dina,\nP,o,1
sis ordene\nTer teu sogro de ti vitória dina,\nPo,s,1
as areias?\nEm Lídia, Assíria, lavram de ouro os, ,1
s ordene\nTer teu sogro de ti vitória dina,\nPost,o,1
ordene\nTer teu sogro de ti vitória dina,\nPosto ,q,1
.\nDos espumantes vasos se derrama\nO licor que No,�,1
dene\nTer teu sogro de ti vitória dina,\nPosto qu,e,1
e rende,\nOu quem, com quatro mil Lacedemónios,\n,O,1
z clara\nDe Argos, da Hidra a luz, da Lebre e da A,r,1
ne\nTer teu sogro de ti vitória dina,\nPosto que ,o,1
as qualidades generosas,\nHei de sofrer que o fado, ,1
\nTer teu sogro de ti vitória dina,\nPosto que o ,f,1
 cavalos a gente que hospedava;\nAs aras de Busír,i,1
Ter teu sogro de ti vitória dina,\nPosto que o fr,i,1
r teu sogro de ti vitória dina,\nPosto que o frio, ,1
 sogro de ti vitória dina,\nPosto que o frio Fás,i,1
tais,\nOu se tendes da Índia alguns sinais?"\n\n5,3,1
nguina e fera,\nQuanto obrigava o firme pressupost,o,1
onho, ou nada?\nDaqui me parto irado, e quase insa,n,1
amos vão da mata escura,\nCom ímpeto e braveza d,e,1
ro de ti vitória dina,\nPosto que o frio Fásis, ,o,1
sa\nDe Menónio, suave e deleitosa.\n\n52\nDe long,e,1
itão,\nQue depois foi de Abranches nobre Conde,\n,D,1
o de ti vitória dina,\nPosto que o frio Fásis, o,u,1
 de ti vitória dina,\nPosto que o frio Fásis, ou, ,1
, e nas casas naturais\nAdormecer os brutos animai,s,1
ha de Taumante.\n\n100\nSonorosas trombetas incita,v,1
avidades retumbando.\n\n108\n"Entre todos no meio ,s,1
de ti vitória dina,\nPosto que o frio Fásis, ou ,S,1
z vir a passar o último dano:\nDe Xerez rouba o c,a,1
 estátua ilustre não tivera\nFogo de altos desej,o,1
 ti vitória dina,\nPosto que o frio Fásis, ou Si,e,1
 mulher obriga à pena:\nPara que o senhor salve, ,a,1
ama,\nVencedor invencível afamado;\nNão tem com ,e,1
oberbo gado,\nQue por tão largos campos se apasce,n,1
ti vitória dina,\nPosto que o frio Fásis, ou Sie,n,1
tardanças entendia\nO Gama, que o Gentio consenti,s,1
i vitória dina,\nPosto que o frio Fásis, ou Sien,e,1
 vitória dina,\nPosto que o frio Fásis, ou Siene,,,1
io, que o peito e bélico exercício\nDe António ,d,1
e tomou,\nMas o sabor do sal lhe tira e tolhe.\nVe,j,1
 castigo igual vos não vingueis\nDe quem quer que, ,1
desfaz, abola e talha.\n\n52\n"Cabeças pelo campo, ,1
vitória dina,\nPosto que o frio Fásis, ou Siene,,\,1
itória dina,\nPosto que o frio Fásis, ou Siene,\,n,1
ria dina,\nPosto que o frio Fásis, ou Siene,\nQue, ,1
de\nTão bela quanto pode imaginar-se;\nArvoredo g,e,1
nde empório foi parar de Frandes.\n\n57\n"Ali che,g,1
a dina,\nPosto que o frio Fásis, ou Siene,\nQue p,a,1
\nSe viu ferver Leucate, quando Augusto\nNas civis, ,1
juda não pequena.\nSaiu-se enfim do trance perigo,s,1
\n120\n"Mas passo esta matéria perigosa\nE tornem,o,1
 um, outro em Cartago.\nAqui, minha Calíope, te i,n,1
 tão perto\nDo fim de seu desejo se perdia;\nVend,o,1
 dina,\nPosto que o frio Fásis, ou Siene,\nQue pa,r,1
olvendo, ora se abaxe, agora se erga,\nNunca s'erg,u,1
ou antes vencer da morte a vida;\nRégulo, porque ,a,1
endo,\nAs gentes incitava a seu trabalho,\nE já a, ,1
arga tão formosa.\nJá chegam perto donde o vento, ,1
na,\nPosto que o frio Fásis, ou Siene,\nQue para ,n,1
o Mahamede ao Céu blasfema.\n\n51\n"Goa vereis ao,s,1
 truculento,\nE o mundo, que com tempo se consume,,\,1
etendo\nQue ele faria dar-lhe obediência.\nLevant,a,1
om razões me louva esta vontade;\nQue a virtude l,o,1
a,\nPosto que o frio Fásis, ou Siene,\nQue para n,e,1
do ao Malabar de forte muro,\nCom que do Canará v,i,1
o Planeta que no céu primeiro\nHabita, cinco veze,s,1
\nPõe-se a Deusa com outras em direito\nDa proa c,a,1
\nPosto que o frio Fásis, ou Siene,\nQue para nen,h,1
potência se rebela,\nPor que entendam que muro ad,a,1
,\nDesbaratareis tudo o que quiserdes,\nQuanto mai,s,1
cousa viva a gente irada\nProvando os fios vai da ,d,1
nPosto que o frio Fásis, ou Siene,\nQue para nenh,u,1
afronta,\nPor vós, ó Rei, o espírito e a carne ,�,1
Posto que o frio Fásis, ou Siene,\nQue para nenhu,m,1
somente do reino soberano\nTe pôs neste desterro ,e,1
osto que o frio Fásis, ou Siene,\nQue para nenhum, ,1
ádis ao alto Pireneu,\nQue tudo ao Rei Fernando o,b,1
o encerra,\nPara os guiar à morte lhe mandava,\nC,o,1
u naufrágio vivos\nPara verem trabalhos excessivo,s,1
e vontade\nO que o ledo Monçaide lhe oferece;\nCo,m,1
o que o frio Fásis, ou Siene,\nQue para nenhum ca,b,1
Da fera multidão quadrupedante.\nNão menos suas ,t,1
 que o frio Fásis, ou Siene,\nQue para nenhum cab,o,1
rande Pereira, em quem se encerra\nTodo o valor, p,r,1
 Toro e Gidá, que lhe falece\nÁgua das fontes, d,o,1
 antes quer sobre si tomar o peso\nDe quanto mal a, ,1
 frio Fásis, ou Siene,\nQue para nenhum cabo a so,m,1
frio Fásis, ou Siene,\nQue para nenhum cabo a som,b,1
ago,\nEm cujo corpo a morte e o ferro entrava:\nO ,M,1
rio Fásis, ou Siene,\nQue para nenhum cabo a somb,r,1
ma vontade má de pensamento.\nNas mostras e no ge,s,1
 Fásis, ou Siene,\nQue para nenhum cabo a sombra ,i,1
idos\nMansamente as amarras lhe cortavam,\nPor ser,e,1
Fásis, ou Siene,\nQue para nenhum cabo a sombra i,n,1
ásis, ou Siene,\nQue para nenhum cabo a sombra in,c,1
is, ou Siene,\nQue para nenhum cabo a sombra incli,n,1
s, ou Siene,\nQue para nenhum cabo a sombra inclin,a,1
i e ali, e dessossegado:\n\n88\nTal o vago juízo ,f,1
antasia\nDe tentarem o mar com vela e reino;\nVist,e,1
eja."\n\n56\nIsto dizendo, o Mouro se tornou\nA se,u,1
as quem tão fora estava da verdade,\n(Já que o j,u,1
ou Siene,\nQue para nenhum cabo a sombra inclina,\,n,1
 Siene,\nQue para nenhum cabo a sombra inclina,\nO, ,1
iene,\nQue para nenhum cabo a sombra inclina,\nO B,o,1
a braveza com que venha.\n--"Nenhum claro barão n,o,1
go estão,\nPor que melhor dali fosse e tornasse.\,n,1
 fera,\nO que dele atéli não entendera.\n\n81\nE,r,1
a todos excessivo\nMilagre, e coisa certo de alto ,e,1
ene,\nQue para nenhum cabo a sombra inclina,\nO Bo,o,1
, meia escondida, que responde\nDe longe à China,, ,1
ne,\nQue para nenhum cabo a sombra inclina,\nO Boo,t,1
Que para nenhum cabo a sombra inclina,\nO Bootes g,e,1
Regedor da Índica gente,\nCom festas e geral cont,e,1
 para nenhum cabo a sombra inclina,\nO Bootes gela,d,1
nos.\n\n60\nSobre isto, nos conselhos que tomava,\,n,1
ores de nação\nTão remota, grã glória recebia,;,1
nhas\nO nome que no peito escrito tinhas.\n\n121\n,",1
para nenhum cabo a sombra inclina,\nO Bootes gelad,o,1
ara nenhum cabo a sombra inclina,\nO Bootes gelado, ,1
a nenhum cabo a sombra inclina,\nO Bootes gelado e, ,1
umana,\nPois que de ti tais obras recebemos,\nTe p,a,1
 nenhum cabo a sombra inclina,\nO Bootes gelado e ,a,1
nJá com tantas tardanças entendia\nO Gama, que o, ,1
rbaro fronteira\nTornou em baixa e humílima misé,r,1
nenhum cabo a sombra inclina,\nO Bootes gelado e a, ,1
ima,\nMas inda vosso Império preminente.\nPois aq,u,1
imento,\nCom jejuns, disciplina, pelos vícios\nCo,m,1
anta\nNa furiosa e dura artilharia,\nA plúmbea p�,�,1
hum cabo a sombra inclina,\nO Bootes gelado e a li,n,1
 cuja gente\nC'os Mouros foi nas armas excelente.\,n,1
m cabo a sombra inclina,\nO Bootes gelado e a linh,a,1
ma gloriosa."\n\n75\nDespois que a corporal necess,i,1
 cabo a sombra inclina,\nO Bootes gelado e a linha, ,1
cabo a sombra inclina,\nO Bootes gelado e a linha ,a,1
nA cidade e poder, e por que vejam\nOs Cristãos, ,q,1
abo a sombra inclina,\nO Bootes gelado e a linha a,r,1
�rios,\nPerfídias inventavam e teciam.\nMas, deix,a,1
a sombra inclina,\nO Bootes gelado e a linha arden,t,1
rribarem quanto acham diante.\nMaravilhas em armas, ,1
sombra inclina,\nO Bootes gelado e a linha ardente,,,1
mbra inclina,\nO Bootes gelado e a linha ardente,\,n,1
sede acesa,\nAo grande Saladino se rendeu,\nNo lug,a,1
 ir-se podia,\nQue as almadias todas lhe tolhia.\n,\,1
e o Mauritano;\nOs olhos põe no bélico transunto,\,1
rto de quem era\nO Rei, e a gente, e terra que dis,s,1
a inclina,\nO Bootes gelado e a linha ardente,\nTe,m,1
\n86\n"Julgas agora, Rei, se houve no mundo\nGente,s,1
 se quebranta,\nO temor grande o sangue lhe resfri,a,1
 inclina,\nO Bootes gelado e a linha ardente,\nTem,e,1
inclina,\nO Bootes gelado e a linha ardente,\nTeme,s,1
nclina,\nO Bootes gelado e a linha ardente,\nTemes,s,1
na,\nO Bootes gelado e a linha ardente,\nTemessem ,o,1
e e nenhum fala.\nSó quis provar os ásperos cast,i,1
aleza.\n\n70\n"Sabe que há muitos anos que os ant,i,1
